frame,id,x,y,z
2263,0,-0.051554,1.189062,-0.713393
2264,0,-0.051191,1.188931,-0.714510
2265,0,-0.050946,1.188979,-0.714327
2266,0,-0.049368,1.189889,-0.711411
2267,0,-0.050279,1.190153,-0.710712
2268,0,-0.050154,1.190627,-0.711212
2269,0,-0.048540,1.191335,-0.713849
2270,0,-0.049169,1.190977,-0.719423
2271,0,-0.047964,1.191247,-0.723980
2272,0,-0.049189,1.191488,-0.723288
2273,0,-0.050376,1.191428,-0.719632
2274,0,-0.051192,1.191596,-0.716247
2275,0,-0.051811,1.190758,-0.713654
2276,0,-0.050966,1.190217,-0.717406
2277,0,-0.048941,1.189507,-0.725678
2278,0,-0.048112,1.189262,-0.728584
2279,0,-0.047883,1.189182,-0.722673
2280,0,-0.048350,1.189655,-0.715273
2281,0,-0.048469,1.190184,-0.711780
2282,0,-0.049948,1.191059,-0.713219
2283,0,-0.049883,1.191640,-0.716726
2284,0,-0.050214,1.191674,-0.717579
2285,0,-0.050748,1.191566,-0.718008
2286,0,-0.051543,1.191383,-0.715916
2287,0,-0.051905,1.191106,-0.714452
2288,0,-0.052247,1.190936,-0.712822
2289,0,-0.051994,1.190715,-0.712298
2290,0,-0.052023,1.190865,-0.711066
2291,0,-0.052222,1.190558,-0.710914
2292,0,-0.052100,1.190437,-0.712108
2293,0,-0.051897,1.190624,-0.710963
2294,0,-0.052175,1.190542,-0.710865
2295,0,-0.051954,1.190824,-0.710931
2296,0,-0.052142,1.190624,-0.710311
2297,0,-0.052348,1.190763,-0.710838
2298,0,-0.052205,1.190720,-0.711005
2299,0,-0.052413,1.190758,-0.709746
2300,0,-0.052094,1.190825,-0.711231
2301,0,-0.052385,1.190656,-0.710340
2302,0,-0.052501,1.190783,-0.710858
2303,0,-0.052032,1.190977,-0.712481
2304,0,-0.052226,1.190810,-0.711787
2305,0,-0.052455,1.190713,-0.709368
2306,0,-0.052398,1.190833,-0.711139
2307,0,-0.052432,1.190809,-0.710523
2308,0,-0.052287,1.190949,-0.712217
2309,0,-0.052462,1.190758,-0.708658
2310,0,-0.052115,1.190744,-0.711052
2311,0,-0.052073,1.190778,-0.710697
2312,0,-0.052311,1.190703,-0.709700
2313,0,-0.052136,1.190942,-0.709799
2314,0,-0.051981,1.190440,-0.710835
2315,0,-0.052028,1.190588,-0.710396
2316,0,-0.052086,1.190880,-0.709550
2317,0,-0.051800,1.190620,-0.712043
