frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m
3120,1,208.962,197.731,208.629,197.546,-0.333,-0.186,0.381,34.5238,0.26237
3121,1,199.253,199.701,199.001,199.571,-0.252,-0.130,0.283,35.7105,0.28352
3122,1,196.540,203.437,196.321,203.132,-0.219,-0.306,0.376,36.4037,0.29285
3123,1,192.452,206.797,192.239,206.713,-0.213,-0.084,0.229,37.8123,0.30980
3124,1,187.104,206.507,187.043,206.123,-0.060,-0.384,0.389,38.0826,0.31724
3125,1,175.716,201.488,175.704,201.238,-0.012,-0.250,0.250,38.2456,0.32979
3126,1,172.516,202.309,172.359,202.054,-0.158,-0.255,0.300,38.3876,0.33482
3127,1,171.064,209.334,170.999,209.020,-0.065,-0.313,0.320,39.0965,0.34340
3128,1,170.316,212.697,170.043,212.565,-0.273,-0.132,0.303,39.5820,0.34894
3129,1,166.747,210.428,166.675,209.982,-0.072,-0.446,0.452,39.7516,0.35398
3130,1,161.520,207.629,161.211,207.372,-0.309,-0.257,0.402,39.4515,0.35736
3131,1,157.740,208.370,157.728,207.844,-0.012,-0.527,0.527,39.2877,0.35974
3132,1,157.665,208.522,157.534,208.319,-0.131,-0.204,0.242,39.4418,0.36158
3133,1,158.500,209.671,158.293,209.438,-0.207,-0.234,0.312,39.6728,0.36298
3134,1,156.887,209.876,156.739,209.689,-0.148,-0.186,0.238,39.6593,0.36409
3135,1,155.165,207.960,155.048,207.722,-0.117,-0.237,0.265,39.5626,0.36464
3136,1,154.710,208.548,154.591,208.403,-0.120,-0.146,0.188,39.5014,0.36485
3137,1,153.864,208.587,153.969,208.482,0.105,-0.105,0.148,39.4182,0.36474
3138,1,153.509,209.049,153.303,208.779,-0.206,-0.270,0.340,39.3395,0.36444
3139,1,154.390,207.593,154.163,207.403,-0.227,-0.190,0.296,39.4076,0.36390
3140,1,154.552,206.409,154.462,206.170,-0.090,-0.239,0.255,39.3931,0.36309
3141,1,154.720,206.384,154.865,206.142,0.145,-0.242,0.282,39.3976,0.36265
3142,1,155.620,205.808,155.454,205.867,-0.166,0.058,0.176,39.4080,0.36209
3143,1,155.417,206.130,155.298,205.902,-0.119,-0.228,0.257,39.3807,0.36187
3144,1,154.669,206.507,154.711,206.365,0.042,-0.142,0.148,39.2730,0.36150
3145,1,153.643,206.129,153.811,205.817,0.168,-0.311,0.354,39.1421,0.36129
3146,1,153.086,205.548,153.179,205.238,0.094,-0.310,0.324,39.0707,0.36123
3147,1,154.734,205.563,154.548,205.621,-0.186,0.058,0.195,0.2273,0.00066
3148,1,155.367,205.666,155.036,205.860,-0.330,0.195,0.383,0.3140,0.00099
3149,1,154.667,206.462,154.524,206.523,-0.144,0.061,0.156,0.3494,0.00167
3150,1,154.649,206.697,154.369,206.944,-0.280,0.247,0.373,0.4563,0.00229
3151,1,154.781,207.219,154.710,207.189,-0.070,-0.030,0.076,0.5113,0.00285
3152,1,154.643,206.348,154.497,206.365,-0.146,0.017,0.147,0.5539,0.00414
3153,1,153.334,207.205,153.141,207.160,-0.193,-0.045,0.199,0.4910,0.00526
3154,1,152.213,206.646,152.001,206.795,-0.212,0.149,0.259,0.5264,0.00660
3155,1,151.675,206.862,151.485,206.883,-0.190,0.021,0.191,0.6876,0.00869
3156,1,151.465,206.111,151.083,206.125,-0.382,0.014,0.382,0.7713,0.00984
3157,1,151.399,203.621,150.850,203.715,-0.549,0.094,0.557,0.9610,0.01193
3158,1,150.571,202.343,150.210,202.182,-0.361,-0.162,0.395,1.0087,0.01276
3159,1,149.156,202.489,148.673,202.416,-0.483,-0.073,0.489,0.9691,0.01435
3160,1,148.169,202.522,147.825,202.511,-0.344,-0.011,0.344,0.9228,0.01470
3161,1,147.639,203.129,147.282,203.057,-0.357,-0.072,0.364,0.8458,0.01445
3162,1,144.836,204.526,144.524,204.458,-0.312,-0.069,0.319,0.4580,0.01304
3163,1,144.423,204.473,144.002,204.339,-0.420,-0.133,0.441,0.3065,0.01206
3164,1,147.256,204.671,146.967,204.799,-0.289,0.129,0.317,0.1856,0.00953
3165,1,148.950,205.057,148.852,205.013,-0.098,-0.044,0.107,0.3214,0.00820
3166,1,148.197,204.391,147.930,204.353,-0.267,-0.038,0.270,0.7743,0.00742
3167,1,146.684,203.501,146.482,203.597,-0.202,0.095,0.224,1.6140,0.01185
3168,1,147.768,204.571,147.839,204.670,0.071,0.099,0.121,2.3811,0.01959
3169,1,151.214,206.723,151.329,206.753,0.115,0.030,0.118,3.1507,0.02966
3170,1,152.671,210.326,153.055,210.120,0.384,-0.206,0.436,4.7721,0.04593
3171,1,152.673,204.691,153.250,204.417,0.577,-0.274,0.638,6.2000,0.06000
3172,1,148.930,200.725,149.437,200.683,0.507,-0.042,0.509,7.7217,0.07048
3173,1,137.262,192.050,138.021,191.403,0.759,-0.647,0.997,11.4285,0.09347
3174,1,123.277,177.660,124.283,177.499,1.006,-0.161,1.019,15.6465,0.11843
3175,1,117.033,177.372,118.481,177.126,1.449,-0.246,1.469,17.5716,0.13119
3176,1,111.363,186.103,113.052,185.865,1.689,-0.238,1.706,20.7780,0.15692
3177,1,108.080,191.659,110.444,191.085,2.364,-0.574,2.433,23.1152,0.17654
3178,1,107.614,184.331,110.269,183.653,2.655,-0.678,2.740,25.2965,0.19568
3179,1,104.249,184.405,106.857,183.830,2.608,-0.575,2.670,27.8166,0.21524
3180,1,100.350,190.465,103.182,189.703,2.832,-0.762,2.933,30.3841,0.23523
3181,1,101.239,192.558,104.494,191.955,3.255,-0.602,3.310,32.6193,0.25567
3182,1,106.495,200.364,109.858,199.521,3.363,-0.843,3.467,34.6145,0.27662
3183,1,110.739,211.570,114.253,210.815,3.514,-0.756,3.594,36.8843,0.29860
3184,1,122.444,212.553,125.908,211.841,3.464,-0.712,3.536,38.4991,0.32112
3185,1,134.469,220.936,137.982,220.145,3.513,-0.791,3.601,40.1554,0.34437
3186,1,147.958,222.379,151.459,221.407,3.501,-0.972,3.633,41.4806,0.36747
3187,1,161.521,222.820,165.156,221.912,3.635,-0.908,3.747,42.7633,0.39049
3188,1,173.614,222.973,177.246,222.107,3.632,-0.867,3.734,44.2205,0.41346
3189,1,178.663,222.642,182.769,221.698,4.106,-0.943,4.213,46.2435,0.43576
