frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m,dx_m,dy_m,dz_m,green_px
977,1,505.107,120.440,465.824,137.010,-39.283,16.570,42.634,14.1644,0.93778,-0.23298,-0.24375,-0.87506,71.95
978,0,311.426,102.533,303.327,111.239,-8.099,8.706,11.891,14.2174,0.93823,-0.23313,-0.24426,-0.87536,124.14
978,1,504.709,118.696,465.514,135.561,-39.195,16.865,42.670,14.2174,0.93823,-0.23313,-0.24426,-0.87536,71.98
979,0,311.666,101.495,303.483,110.286,-8.182,8.791,12.010,14.2006,0.93852,-0.23310,-0.24464,-0.87558,124.37
979,1,505.375,117.783,465.783,134.836,-39.591,17.053,43.108,14.2006,0.93852,-0.23310,-0.24464,-0.87558,72.07
980,0,311.650,101.209,303.393,110.047,-8.257,8.838,12.095,14.2294,0.93865,-0.23311,-0.24495,-0.87563,124.36
980,1,505.297,117.794,465.676,134.826,-39.621,17.032,43.127,14.2294,0.93865,-0.23311,-0.24495,-0.87563,72.07
981,0,311.798,100.591,312.025,100.775,0.228,0.184,0.293,0.0396,0.00029,-0.00013,-0.00025,0.00007,124.43
981,1,505.553,117.578,505.681,117.509,0.128,-0.069,0.145,0.0396,0.00029,-0.00013,-0.00025,0.00007,72.03
982,0,312.828,100.614,312.991,100.719,0.163,0.104,0.193,0.0885,0.00070,-0.00041,-0.00055,0.00014,124.39
982,1,506.481,117.568,506.625,117.502,0.145,-0.066,0.159,0.0885,0.00070,-0.00041,-0.00055,0.00014,72.06
983,0,312.882,100.408,313.000,100.418,0.118,0.011,0.119,0.1371,0.00083,-0.00045,-0.00070,0.00000,124.47
983,1,506.531,117.563,506.684,117.464,0.153,-0.100,0.183,0.1371,0.00083,-0.00045,-0.00070,0.00000,72.08
984,0,312.987,99.694,313.182,99.907,0.195,0.213,0.289,0.2094,0.00097,-0.00041,-0.00086,-0.00017,124.54
984,1,506.744,117.426,506.976,117.268,0.232,-0.158,0.281,0.2094,0.00097,-0.00041,-0.00086,-0.00017,72.14
985,0,312.628,100.225,312.801,100.272,0.173,0.047,0.179,0.1813,0.00098,-0.00022,-0.00093,-0.00021,124.58
985,1,506.492,117.530,506.613,117.511,0.120,-0.019,0.122,0.1813,0.00098,-0.00022,-0.00093,-0.00021,72.10
986,0,312.402,100.172,312.394,100.202,-0.008,0.030,0.031,0.1532,0.00104,-0.00007,-0.00098,-0.00034,124.48
986,1,505.925,117.496,506.286,117.376,0.361,-0.120,0.381,0.1532,0.00104,-0.00007,-0.00098,-0.00034,72.20
987,0,311.605,99.422,311.702,99.437,0.097,0.014,0.098,0.1119,0.00130,0.00025,-0.00126,-0.00022,124.54
987,1,505.410,116.569,505.627,116.594,0.216,0.024,0.218,0.1119,0.00130,0.00025,-0.00126,-0.00022,72.12
988,0,311.351,99.266,311.517,99.272,0.166,0.005,0.166,0.1251,0.00144,0.00030,-0.00138,-0.00024,124.54
988,1,505.082,116.553,505.455,116.481,0.373,-0.072,0.380,0.1251,0.00144,0.00030,-0.00138,-0.00024,72.07
989,0,310.843,99.282,311.269,99.300,0.426,0.018,0.426,0.1187,0.00161,0.00056,-0.00148,-0.00029,124.67
989,1,504.686,116.570,505.274,116.498,0.588,-0.073,0.592,0.1187,0.00161,0.00056,-0.00148,-0.00029,72.17
990,0,311.324,98.959,311.432,99.012,0.108,0.053,0.121,0.1631,0.00209,0.00128,-0.00161,-0.00035,124.69
990,1,505.500,116.320,505.711,116.067,0.211,-0.253,0.329,0.1631,0.00209,0.00128,-0.00161,-0.00035,72.20
991,0,311.417,99.413,311.512,99.331,0.095,-0.081,0.125,0.2741,0.00265,0.00210,-0.00158,-0.00034,124.70
991,1,505.713,116.411,506.004,116.122,0.291,-0.289,0.410,0.2741,0.00265,0.00210,-0.00158,-0.00034,72.42
992,0,311.241,99.606,311.415,99.748,0.174,0.142,0.225,0.4648,0.00378,0.00349,-0.00144,-0.00028,124.76
992,1,505.708,116.559,506.185,116.384,0.477,-0.175,0.508,0.4648,0.00378,0.00349,-0.00144,-0.00028,72.53
993,0,310.850,100.826,311.168,100.920,0.319,0.093,0.332,0.9014,0.00683,0.00675,-0.00104,-0.00011,124.82
993,1,506.211,117.443,506.529,117.257,0.318,-0.186,0.369,0.9014,0.00683,0.00675,-0.00104,-0.00011,72.89
994,0,310.477,102.329,310.410,102.267,-0.067,-0.062,0.091,1.3306,0.01033,0.01031,-0.00052,0.00028,124.70
994,1,505.811,118.320,506.277,118.025,0.466,-0.295,0.552,1.3306,0.01033,0.01031,-0.00052,0.00028,73.23
995,0,309.692,102.550,309.963,102.542,0.271,-0.008,0.271,1.9568,0.01509,0.01507,0.00020,0.00071,124.76
995,1,506.249,117.691,506.691,117.558,0.441,-0.133,0.461,1.9568,0.01509,0.01507,0.00020,0.00071,73.71
996,0,309.607,102.032,309.729,102.096,0.122,0.064,0.137,2.8492,0.02159,0.02152,0.00121,0.00118,124.82
996,1,507.063,116.545,507.681,116.352,0.618,-0.193,0.648,2.8492,0.02159,0.02152,0.00121,0.00118,74.52
997,0,307.648,103.576,307.882,103.643,0.234,0.067,0.244,4.1730,0.03248,0.03231,0.00307,0.00137,124.98
997,1,506.910,116.812,507.593,116.716,0.683,-0.096,0.690,4.1730,0.03248,0.03231,0.00307,0.00137,75.63
998,0,305.282,103.751,305.294,103.814,0.012,0.064,0.065,5.2459,0.04225,0.04199,0.00450,0.00127,124.97
998,1,505.768,116.624,506.436,116.416,0.668,-0.208,0.699,5.2459,0.04225,0.04199,0.00450,0.00127,76.54
999,0,301.814,105.556,302.042,105.473,0.228,-0.083,0.243,6.3834,0.05310,0.05275,0.00598,0.00093,125.01
999,1,503.855,117.573,504.475,117.327,0.620,-0.246,0.667,6.3834,0.05310,0.05275,0.00598,0.00093,77.47
1000,0,294.903,109.569,294.738,109.447,-0.166,-0.122,0.206,7.7982,0.06909,0.06862,0.00805,-0.00033,124.87
1000,1,498.467,119.968,498.696,119.651,0.229,-0.316,0.391,7.7982,0.06909,0.06862,0.00805,-0.00033,78.53
1001,0,289.780,111.175,289.551,110.963,-0.229,-0.212,0.312,8.4151,0.07751,0.07697,0.00900,-0.00134,124.86
1001,1,493.885,120.547,494.240,120.136,0.355,-0.412,0.543,8.4151,0.07751,0.07697,0.00900,-0.00134,79.10
1002,0,279.809,114.752,279.669,114.583,-0.141,-0.169,0.220,9.7454,0.09468,0.09399,0.01071,-0.00371,124.77
1002,1,485.306,121.929,485.562,121.480,0.256,-0.449,0.516,9.7454,0.09468,0.09399,0.01071,-0.00371,80.23
1003,0,270.438,120.392,270.064,120.000,-0.374,-0.392,0.542,11.0942,0.11230,0.11141,0.01233,-0.00691,124.41
1003,1,476.482,126.332,476.707,125.641,0.224,-0.691,0.726,11.0942,0.11230,0.11141,0.01233,-0.00691,81.21
1004,0,261.389,123.754,261.060,123.489,-0.328,-0.266,0.422,11.8563,0.12535,0.12428,0.01317,-0.00966,124.20
1004,1,467.573,129.717,467.939,129.133,0.366,-0.584,0.689,11.8563,0.12535,0.12428,0.01317,-0.00966,81.80
1005,0,252.695,127.715,252.559,127.269,-0.136,-0.447,0.467,12.5905,0.13772,0.13646,0.01355,-0.01269,124.15
1005,1,459.245,133.705,459.565,132.998,0.319,-0.708,0.776,12.5905,0.13772,0.13646,0.01355,-0.01269,82.31
1006,0,244.851,128.089,244.742,127.366,-0.110,-0.722,0.731,13.3054,0.14926,0.14783,0.01337,-0.01570,123.95
1006,1,451.692,134.192,452.040,133.203,0.348,-0.989,1.048,13.3054,0.14926,0.14783,0.01337,-0.01570,82.83
1007,0,239.790,126.491,239.705,125.625,-0.085,-0.866,0.870,13.7431,0.15646,0.15490,0.01304,-0.01772,123.97
1007,1,446.778,132.561,447.297,131.584,0.518,-0.977,1.106,13.7431,0.15646,0.15490,0.01304,-0.01772,83.35
1008,0,233.316,124.926,233.184,124.355,-0.133,-0.571,0.586,14.3871,0.16632,0.16456,0.01235,-0.02075,124.01
1008,1,440.518,131.451,441.070,130.412,0.551,-1.039,1.176,14.3871,0.16632,0.16456,0.01235,-0.02075,83.95
1009,0,223.128,124.818,222.993,124.251,-0.135,-0.567,0.583,15.2691,0.18086,0.17866,0.01088,-0.02597,124.11
1009,1,430.640,132.010,431.184,131.146,0.545,-0.864,1.021,15.2691,0.18086,0.17866,0.01088,-0.02597,84.92
1010,0,218.795,125.299,218.913,124.406,0.118,-0.893,0.901,15.8074,0.18792,0.18542,0.00966,-0.02900,124.20
1010,1,426.718,132.689,427.332,131.783,0.614,-0.906,1.094,15.8074,0.18792,0.18542,0.00966,-0.02900,85.56
1011,0,215.239,123.574,215.332,122.707,0.094,-0.867,0.872,16.2394,0.19366,0.19089,0.00815,-0.03164,124.35
1011,1,423.510,131.262,424.147,130.222,0.637,-1.040,1.220,16.2394,0.19366,0.19089,0.00815,-0.03164,85.86
1012,0,211.314,120.779,211.309,120.073,-0.005,-0.706,0.706,16.5113,0.19840,0.19535,0.00653,-0.03403,124.65
1012,1,419.841,128.470,420.712,127.229,0.871,-1.241,1.516,16.5113,0.19840,0.19535,0.00653,-0.03403,86.39
1013,0,205.670,118.415,205.773,117.544,0.103,-0.871,0.877,16.7142,0.20354,0.20015,0.00442,-0.03672,125.10
1013,1,415.381,124.540,415.910,123.482,0.529,-1.058,1.183,16.7142,0.20354,0.20015,0.00442,-0.03672,86.95
1014,0,202.754,117.027,202.902,116.238,0.148,-0.790,0.803,16.7770,0.20590,0.20234,0.00347,-0.03797,125.26
1014,1,412.714,122.713,413.403,121.647,0.688,-1.066,1.269,16.7770,0.20590,0.20234,0.00347,-0.03797,87.24
1015,0,198.776,115.819,199.016,115.162,0.241,-0.657,0.700,17.0342,0.21036,0.20653,0.00199,-0.03991,125.44
1015,1,408.824,120.415,409.753,119.283,0.928,-1.132,1.464,17.0342,0.21036,0.20653,0.00199,-0.03991,87.65
1016,0,196.549,117.254,196.584,116.438,0.036,-0.817,0.817,17.3701,0.21454,0.21049,0.00118,-0.04144,125.15
1016,1,406.471,120.444,407.052,119.318,0.581,-1.126,1.267,17.3701,0.21454,0.21049,0.00118,-0.04144,87.82
1017,0,195.294,117.359,195.382,116.472,0.088,-0.887,0.891,17.4997,0.21648,0.21237,0.00094,-0.04195,125.04
1017,1,404.798,120.242,405.640,119.089,0.841,-1.153,1.428,17.4997,0.21648,0.21237,0.00094,-0.04195,87.87
1018,0,192.480,117.522,192.650,116.682,0.170,-0.841,0.858,17.6478,0.21996,0.21580,0.00066,-0.04260,124.82
1018,1,401.693,120.131,402.376,119.178,0.682,-0.953,1.172,17.6478,0.21996,0.21580,0.00066,-0.04260,87.90
1019,0,190.147,117.579,190.378,116.900,0.231,-0.679,0.717,17.6981,0.22228,0.21809,0.00048,-0.04293,124.60
1019,1,398.835,120.414,399.711,119.237,0.876,-1.178,1.468,17.6981,0.22228,0.21809,0.00048,-0.04293,87.71
1020,0,187.891,117.586,188.325,116.961,0.435,-0.625,0.762,17.7481,0.22438,0.22019,0.00038,-0.04316,124.48
1020,1,396.575,119.806,397.289,118.987,0.714,-0.819,1.086,17.7481,0.22438,0.22019,0.00038,-0.04316,87.77
1021,0,185.486,116.711,185.904,116.112,0.418,-0.599,0.730,17.9408,0.22782,0.22360,0.00017,-0.04365,124.04
1021,1,393.541,118.340,394.346,117.421,0.805,-0.919,1.222,17.9408,0.22782,0.22360,0.00017,-0.04365,87.63
1022,0,182.759,117.198,183.298,116.555,0.539,-0.642,0.838,17.9973,0.23055,0.22634,0.00003,-0.04383,123.84
1022,1,390.313,118.485,391.141,117.577,0.827,-0.908,1.228,17.9973,0.23055,0.22634,0.00003,-0.04383,87.48
1023,0,181.631,117.555,182.117,116.769,0.486,-0.786,0.924,18.0435,0.23194,0.22774,-0.00001,-0.04397,123.69
1023,1,388.715,118.550,389.664,117.611,0.948,-0.939,1.335,18.0435,0.23194,0.22774,-0.00001,-0.04397,87.47
1024,0,180.531,117.536,180.973,116.863,0.443,-0.673,0.805,18.1705,0.23411,0.23001,-0.00017,-0.04364,123.13
1024,1,386.792,117.750,387.749,117.122,0.956,-0.628,1.144,18.1705,0.23411,0.23001,-0.00017,-0.04364,87.32
1025,0,179.515,117.407,179.838,116.665,0.324,-0.742,0.810,18.2038,0.23531,0.23127,-0.00044,-0.04343,122.95
1025,1,385.498,117.267,386.247,116.382,0.750,-0.885,1.160,18.2038,0.23531,0.23127,-0.00044,-0.04343,87.05
1026,0,178.524,116.877,178.888,116.288,0.363,-0.589,0.692,18.2207,0.23619,0.23221,-0.00080,-0.04316,122.74
1026,1,384.064,116.420,385.000,115.469,0.936,-0.951,1.334,18.2207,0.23619,0.23221,-0.00080,-0.04316,87.07
1027,0,178.711,116.416,179.285,115.683,0.575,-0.733,0.932,18.3035,0.23665,0.23272,-0.00102,-0.04294,122.66
1027,1,384.310,115.580,385.154,114.804,0.844,-0.776,1.146,18.3035,0.23665,0.23272,-0.00102,-0.04294,87.04
1028,0,180.392,116.510,180.748,115.776,0.356,-0.735,0.817,18.4736,0.23703,0.23314,-0.00122,-0.04279,122.37
1028,1,385.352,115.675,386.272,114.906,0.920,-0.769,1.199,18.4736,0.23703,0.23314,-0.00122,-0.04279,87.04
1029,0,182.683,116.553,183.314,115.759,0.632,-0.794,1.014,18.7383,0.23721,0.23337,-0.00151,-0.04250,122.05
1029,1,387.530,115.517,388.424,114.615,0.894,-0.902,1.270,18.7383,0.23721,0.23337,-0.00151,-0.04250,87.03
1030,0,184.629,115.522,185.047,114.719,0.418,-0.802,0.905,18.9635,0.23747,0.23362,-0.00192,-0.04254,121.98
1030,1,389.140,114.220,390.066,113.178,0.926,-1.042,1.394,18.9635,0.23747,0.23362,-0.00192,-0.04254,87.12
1031,0,186.599,114.562,187.077,113.633,0.478,-0.929,1.045,19.2317,0.23788,0.23405,-0.00227,-0.04242,121.83
1031,1,390.850,112.610,391.865,111.586,1.015,-1.025,1.442,19.2317,0.23788,0.23405,-0.00227,-0.04242,87.32
1032,0,187.858,113.352,188.310,112.514,0.452,-0.838,0.952,19.4882,0.23875,0.23491,-0.00255,-0.04254,121.59
1032,1,392.162,110.704,392.910,109.898,0.748,-0.806,1.100,19.4882,0.23875,0.23491,-0.00255,-0.04254,87.40
1033,0,187.738,113.354,187.973,112.519,0.236,-0.835,0.868,19.6706,0.24021,0.23631,-0.00259,-0.04306,121.48
1033,1,391.572,110.264,392.398,109.242,0.827,-1.021,1.314,19.6706,0.24021,0.23631,-0.00259,-0.04306,87.48
1034,0,184.807,115.432,185.120,114.571,0.313,-0.861,0.916,19.5390,0.24161,0.23769,-0.00224,-0.04328,121.36
1034,1,388.529,112.053,389.214,111.172,0.684,-0.881,1.116,19.5390,0.24161,0.23769,-0.00224,-0.04328,87.23
1035,0,182.808,117.079,183.302,116.287,0.494,-0.792,0.933,19.4660,0.24291,0.23903,-0.00174,-0.04320,121.20
1035,1,385.817,113.996,386.902,113.079,1.086,-0.918,1.422,19.4660,0.24291,0.23903,-0.00174,-0.04320,87.18
1036,0,182.537,117.686,182.956,116.855,0.420,-0.831,0.931,19.4848,0.24351,0.23965,-0.00151,-0.04318,120.93
1036,1,385.410,114.668,386.320,113.701,0.910,-0.966,1.327,19.4848,0.24351,0.23965,-0.00151,-0.04318,86.83
1037,0,182.120,118.523,182.499,117.663,0.378,-0.861,0.940,19.5223,0.24442,0.24054,-0.00120,-0.04336,120.77
1037,1,384.606,115.677,385.607,114.731,1.001,-0.946,1.377,19.5223,0.24442,0.24054,-0.00120,-0.04336,86.79
1038,0,181.142,119.552,181.499,118.916,0.356,-0.636,0.729,19.5132,0.24553,0.24167,-0.00094,-0.04334,120.67
1038,1,383.340,116.938,384.193,116.219,0.853,-0.719,1.116,19.5132,0.24553,0.24167,-0.00094,-0.04334,86.77
1039,0,180.772,119.670,181.316,119.073,0.545,-0.598,0.809,19.5324,0.24602,0.24218,-0.00088,-0.04326,120.55
1039,1,382.743,117.438,383.806,116.495,1.063,-0.943,1.421,19.5324,0.24602,0.24218,-0.00088,-0.04326,86.60
1040,0,179.997,118.694,180.418,118.151,0.421,-0.543,0.688,19.5185,0.24680,0.24302,-0.00100,-0.04301,120.41
1040,1,381.665,116.467,382.681,115.576,1.017,-0.891,1.352,19.5185,0.24680,0.24302,-0.00100,-0.04301,86.53
1041,0,179.819,118.783,180.281,118.253,0.462,-0.529,0.703,19.5068,0.24686,0.24311,-0.00099,-0.04289,120.35
1041,1,381.579,116.509,382.465,115.643,0.887,-0.866,1.239,19.5068,0.24686,0.24311,-0.00099,-0.04289,86.51
1042,0,180.216,118.687,180.565,118.288,0.349,-0.399,0.530,19.5322,0.24711,0.24345,-0.00097,-0.04236,120.18
1042,1,381.541,116.388,382.378,115.637,0.837,-0.751,1.125,19.5322,0.24711,0.24345,-0.00097,-0.04236,86.27
1043,0,181.183,119.132,181.529,118.757,0.346,-0.375,0.511,19.6141,0.24727,0.24366,-0.00082,-0.04207,119.94
1043,1,382.315,116.753,383.022,116.241,0.707,-0.512,0.873,19.6141,0.24727,0.24366,-0.00082,-0.04207,86.25
1044,0,181.557,119.493,181.760,118.904,0.203,-0.589,0.623,19.6340,0.24733,0.24374,-0.00071,-0.04198,119.83
1044,1,382.538,116.932,383.159,116.420,0.621,-0.512,0.804,19.6340,0.24733,0.24374,-0.00071,-0.04198,86.13
1045,0,181.631,120.497,181.954,119.885,0.323,-0.612,0.692,19.6082,0.24709,0.24356,-0.00040,-0.04160,119.72
1045,1,382.513,117.838,383.150,117.268,0.637,-0.570,0.855,19.6082,0.24709,0.24356,-0.00040,-0.04160,86.06
1046,0,181.684,120.513,182.105,119.904,0.421,-0.609,0.740,19.6122,0.24699,0.24348,-0.00037,-0.04149,119.76
1046,1,382.598,117.789,383.270,117.192,0.672,-0.596,0.898,19.6122,0.24699,0.24348,-0.00037,-0.04149,86.05
1047,0,182.546,119.579,182.649,119.074,0.103,-0.505,0.515,19.6196,0.24647,0.24302,-0.00025,-0.04108,119.67
1047,1,382.926,116.637,383.833,115.989,0.907,-0.648,1.115,19.6196,0.24647,0.24302,-0.00025,-0.04108,86.10
1048,0,183.511,119.910,183.615,119.562,0.104,-0.348,0.364,19.6470,0.24594,0.24252,-0.00002,-0.04086,119.67
1048,1,383.816,116.998,384.750,116.420,0.933,-0.578,1.098,19.6470,0.24594,0.24252,-0.00002,-0.04086,86.20
1049,0,183.614,120.463,184.095,119.788,0.481,-0.674,0.828,19.6192,0.24543,0.24204,0.00010,-0.04066,119.64
1049,1,384.358,117.574,385.242,116.833,0.884,-0.741,1.154,19.6192,0.24543,0.24204,0.00010,-0.04066,85.88
1050,0,184.098,120.588,184.475,120.020,0.377,-0.567,0.681,19.6190,0.24513,0.24175,0.00013,-0.04059,119.62
1050,1,384.615,117.726,385.632,117.089,1.017,-0.638,1.200,19.6190,0.24513,0.24175,0.00013,-0.04059,86.09
1051,0,184.619,120.612,184.865,120.024,0.246,-0.588,0.637,19.6094,0.24468,0.24129,0.00005,-0.04055,119.64
1051,1,385.298,117.754,386.119,117.077,0.822,-0.678,1.065,19.6094,0.24468,0.24129,0.00005,-0.04055,86.00
1052,0,184.678,120.656,185.219,119.913,0.541,-0.743,0.919,19.6084,0.24439,0.24101,-0.00003,-0.04045,119.70
1052,1,385.593,117.701,386.501,116.999,0.908,-0.703,1.148,19.6084,0.24439,0.24101,-0.00003,-0.04045,86.01
1053,0,185.531,119.666,185.744,119.069,0.213,-0.597,0.634,19.6099,0.24389,0.24053,-0.00024,-0.04032,119.71
1053,1,386.221,116.889,387.159,116.146,0.938,-0.743,1.197,19.6099,0.24389,0.24053,-0.00024,-0.04032,86.09
1054,0,185.520,119.252,186.011,118.510,0.491,-0.742,0.890,19.5991,0.24344,0.24009,-0.00047,-0.04029,119.79
1054,1,386.575,116.396,387.585,115.492,1.010,-0.904,1.355,19.5991,0.24344,0.24009,-0.00047,-0.04029,85.98
1055,0,186.519,118.804,186.702,118.364,0.183,-0.440,0.477,19.6104,0.24295,0.23960,-0.00058,-0.04017,119.87
1055,1,387.348,116.291,388.336,115.349,0.988,-0.942,1.366,19.6104,0.24295,0.23960,-0.00058,-0.04017,86.05
1056,0,186.791,119.529,187.228,118.777,0.436,-0.753,0.870,19.6075,0.24267,0.23936,-0.00048,-0.03992,119.75
1056,1,387.656,116.739,388.752,115.922,1.096,-0.818,1.368,19.6075,0.24267,0.23936,-0.00048,-0.03992,86.17
1057,0,187.120,119.878,187.533,119.342,0.413,-0.535,0.676,19.5748,0.24226,0.23898,-0.00029,-0.03974,119.75
1057,1,387.762,117.626,389.027,116.618,1.265,-1.008,1.618,19.5748,0.24226,0.23898,-0.00029,-0.03974,86.03
1058,0,186.997,120.119,187.411,119.367,0.414,-0.752,0.858,19.5417,0.24210,0.23883,-0.00024,-0.03967,119.74
1058,1,387.747,117.675,388.928,116.659,1.181,-1.016,1.558,19.5417,0.24210,0.23883,-0.00024,-0.03967,86.05
1059,0,187.549,119.757,187.763,119.064,0.214,-0.692,0.725,19.5301,0.24170,0.23844,-0.00023,-0.03954,119.83
1059,1,388.307,117.409,389.349,116.367,1.041,-1.042,1.473,19.5301,0.24170,0.23844,-0.00023,-0.03954,85.86
1060,0,188.539,119.935,188.876,119.374,0.336,-0.561,0.654,19.5308,0.24092,0.23774,-0.00001,-0.03901,119.78
1060,1,389.482,117.611,390.343,116.644,0.861,-0.967,1.295,19.5308,0.24092,0.23774,-0.00001,-0.03901,85.81
1061,0,189.090,120.076,189.363,119.470,0.274,-0.606,0.665,19.5382,0.24066,0.23751,0.00007,-0.03882,119.69
1061,1,389.763,117.677,390.777,116.797,1.014,-0.881,1.343,19.5382,0.24066,0.23751,0.00007,-0.03882,86.00
1062,0,189.581,119.849,189.658,119.246,0.076,-0.603,0.608,19.5402,0.24045,0.23731,0.00003,-0.03869,119.64
1062,1,390.250,117.583,391.079,116.574,0.828,-1.009,1.305,19.5402,0.24045,0.23731,0.00003,-0.03869,85.88
1063,0,189.423,119.565,189.552,118.808,0.129,-0.757,0.768,19.5235,0.24038,0.23725,-0.00011,-0.03865,119.65
1063,1,390.195,117.001,391.016,116.151,0.820,-0.850,1.181,19.5235,0.24038,0.23725,-0.00011,-0.03865,86.09
1064,0,189.436,118.579,189.596,118.008,0.160,-0.571,0.593,19.5056,0.24020,0.23708,-0.00061,-0.03857,119.77
1064,1,390.343,116.456,391.137,115.469,0.795,-0.987,1.267,19.5056,0.24020,0.23708,-0.00061,-0.03857,85.89
1065,0,189.425,117.974,189.599,117.354,0.174,-0.619,0.643,19.5071,0.24017,0.23705,-0.00085,-0.03859,119.72
1065,1,390.471,115.648,391.215,114.855,0.743,-0.793,1.087,19.5071,0.24017,0.23705,-0.00085,-0.03859,86.04
1066,0,189.260,117.121,189.386,116.512,0.126,-0.610,0.623,19.4850,0.24006,0.23694,-0.00117,-0.03859,119.76
1066,1,390.410,114.682,391.125,113.959,0.715,-0.724,1.017,19.4850,0.24006,0.23694,-0.00117,-0.03859,86.12
1067,0,188.657,116.591,189.095,115.913,0.438,-0.678,0.808,19.4467,0.23986,0.23673,-0.00152,-0.03860,120.00
1067,1,389.995,114.010,390.979,113.277,0.984,-0.733,1.227,19.4467,0.23986,0.23673,-0.00152,-0.03860,86.23
1068,0,188.348,116.237,188.657,115.633,0.308,-0.604,0.678,19.4017,0.23977,0.23662,-0.00162,-0.03872,120.12
1068,1,389.695,113.778,390.682,113.030,0.988,-0.748,1.239,19.4017,0.23977,0.23662,-0.00162,-0.03872,86.25
1069,0,188.087,115.498,188.437,114.817,0.350,-0.681,0.766,19.3772,0.23960,0.23641,-0.00180,-0.03893,120.23
1069,1,389.669,113.176,390.711,112.269,1.043,-0.907,1.382,19.3772,0.23960,0.23641,-0.00180,-0.03893,86.21
1070,0,188.577,114.627,188.746,114.225,0.169,-0.402,0.436,19.3945,0.23941,0.23620,-0.00194,-0.03902,120.33
1070,1,390.308,112.570,391.158,111.743,0.850,-0.827,1.186,19.3945,0.23941,0.23620,-0.00194,-0.03902,86.29
1071,0,188.594,114.679,188.825,114.177,0.231,-0.502,0.553,19.3965,0.23938,0.23616,-0.00194,-0.03904,120.34
1071,1,390.444,112.529,391.255,111.756,0.811,-0.772,1.120,19.3965,0.23938,0.23616,-0.00194,-0.03904,86.30
1072,0,188.599,115.562,188.811,114.955,0.212,-0.607,0.643,19.3708,0.23928,0.23602,-0.00172,-0.03930,120.33
1072,1,390.555,113.639,391.320,112.900,0.765,-0.739,1.063,19.3708,0.23928,0.23602,-0.00172,-0.03930,86.33
1073,0,188.545,115.660,188.699,115.250,0.153,-0.410,0.438,19.3519,0.23914,0.23585,-0.00155,-0.03949,120.49
1073,1,390.551,113.963,391.329,113.233,0.778,-0.730,1.066,19.3519,0.23914,0.23585,-0.00155,-0.03949,86.32
1074,0,188.650,115.746,188.862,115.324,0.212,-0.422,0.472,19.3620,0.23893,0.23562,-0.00148,-0.03960,120.50
1074,1,390.656,113.821,391.603,113.118,0.947,-0.703,1.179,19.3620,0.23893,0.23562,-0.00148,-0.03960,86.42
1075,0,188.685,115.642,188.981,115.238,0.296,-0.404,0.501,19.3584,0.23875,0.23544,-0.00148,-0.03959,120.56
1075,1,390.899,113.676,391.774,112.981,0.875,-0.696,1.118,19.3584,0.23875,0.23544,-0.00148,-0.03959,86.49
1076,0,188.632,115.787,188.978,115.329,0.346,-0.459,0.574,19.3387,0.23857,0.23526,-0.00151,-0.03956,120.53
1076,1,390.886,113.715,391.810,113.043,0.924,-0.672,1.143,19.3387,0.23857,0.23526,-0.00151,-0.03956,86.47
1077,0,188.629,116.192,188.931,115.523,0.302,-0.669,0.735,19.3261,0.23851,0.23520,-0.00155,-0.03956,120.52
1077,1,390.767,113.966,391.764,113.238,0.997,-0.728,1.235,19.3261,0.23851,0.23520,-0.00155,-0.03956,86.42
1078,0,188.625,115.644,188.962,115.095,0.336,-0.549,0.644,19.3196,0.23841,0.23510,-0.00182,-0.03956,120.61
1078,1,390.794,113.654,391.857,112.870,1.062,-0.784,1.320,19.3196,0.23841,0.23510,-0.00182,-0.03956,86.49
1079,0,188.609,115.522,189.086,114.793,0.478,-0.729,0.872,19.3247,0.23832,0.23501,-0.00199,-0.03954,120.60
1079,1,390.922,113.428,392.015,112.545,1.094,-0.883,1.406,19.3247,0.23832,0.23501,-0.00199,-0.03954,86.48
1080,0,188.734,114.578,189.129,113.826,0.394,-0.752,0.849,19.3183,0.23808,0.23476,-0.00241,-0.03956,120.70
1080,1,391.348,112.407,392.230,111.481,0.881,-0.926,1.278,19.3183,0.23808,0.23476,-0.00241,-0.03956,86.48
1081,0,188.839,113.679,189.252,113.251,0.413,-0.428,0.594,19.3133,0.23789,0.23458,-0.00261,-0.03943,120.78
1081,1,391.535,111.606,392.397,110.825,0.863,-0.781,1.164,19.3133,0.23789,0.23458,-0.00261,-0.03943,86.46
1082,0,188.904,113.666,189.388,113.188,0.485,-0.479,0.681,19.3079,0.23774,0.23446,-0.00269,-0.03929,120.79
1082,1,391.565,111.528,392.509,110.714,0.944,-0.814,1.246,19.3079,0.23774,0.23446,-0.00269,-0.03929,86.51
1083,0,188.797,113.579,189.388,112.932,0.591,-0.647,0.876,19.2832,0.23762,0.23435,-0.00278,-0.03917,120.78
1083,1,391.500,111.509,392.507,110.596,1.006,-0.913,1.359,19.2832,0.23762,0.23435,-0.00278,-0.03917,86.46
1084,0,188.872,113.662,189.434,112.952,0.562,-0.710,0.905,19.2859,0.23771,0.23442,-0.00286,-0.03928,120.76
1084,1,391.644,111.739,392.559,110.884,0.915,-0.855,1.252,19.2859,0.23771,0.23442,-0.00286,-0.03928,86.50
1085,0,188.915,113.373,189.487,112.608,0.573,-0.766,0.956,19.2795,0.23769,0.23442,-0.00292,-0.03923,120.78
