frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m,dx_m,dy_m,dz_m,green_px
1193,0,303.492,191.652,302.366,192.554,-1.126,0.902,1.443,6.0234,0.96127,-0.07868,0.28783,0.91379,32.44
1193,1,358.614,194.283,357.787,195.665,-0.827,1.382,1.611,6.0234,0.96127,-0.07868,0.28783,0.91379,21.38
1194,0,303.037,192.101,302.059,193.110,-0.978,1.009,1.405,5.9556,0.96185,-0.07850,0.28788,0.91439,32.48
1194,1,358.195,194.866,357.447,196.205,-0.749,1.339,1.534,5.9556,0.96185,-0.07850,0.28788,0.91439,21.13
1195,0,302.990,191.762,301.989,192.786,-1.001,1.024,1.432,5.9903,0.96210,-0.07831,0.28789,0.91467,32.48
1195,1,357.936,194.589,357.369,195.871,-0.567,1.282,1.402,5.9903,0.96210,-0.07831,0.28789,0.91467,21.31
1196,0,303.110,191.316,302.001,192.204,-1.109,0.888,1.421,6.0578,0.96260,-0.07814,0.28796,0.91519,32.37
1196,1,357.990,193.829,357.365,195.291,-0.625,1.462,1.590,6.0578,0.96260,-0.07814,0.28796,0.91519,21.24
1197,0,303.171,191.707,302.108,192.620,-1.063,0.912,1.401,6.0092,0.96294,-0.07794,0.28795,0.91556,32.44
1197,1,358.401,194.437,357.449,195.735,-0.951,1.299,1.610,6.0092,0.96294,-0.07794,0.28795,0.91556,21.16
1198,0,302.910,192.460,301.990,193.366,-0.919,0.906,1.291,5.9248,0.96316,-0.07781,0.28786,0.91584,32.36
1198,1,357.846,195.393,357.309,196.519,-0.537,1.125,1.247,5.9248,0.96316,-0.07781,0.28786,0.91584,21.17
1199,0,302.859,192.565,301.951,193.452,-0.907,0.887,1.269,5.9163,0.96308,-0.07771,0.28778,0.91579,32.40
1199,1,357.809,195.501,357.270,196.624,-0.539,1.123,1.245,5.9163,0.96308,-0.07771,0.28778,0.91579,21.16
1200,0,302.802,192.202,301.939,193.248,-0.863,1.046,1.356,5.9379,0.96313,-0.07770,0.28770,0.91586,32.40
1200,1,357.891,195.250,357.257,196.423,-0.634,1.173,1.333,5.9379,0.96313,-0.07770,0.28770,0.91586,21.09
1201,0,303.119,190.441,302.090,191.501,-1.028,1.060,1.477,6.1145,0.96287,-0.07768,0.28701,0.91581,32.44
1201,1,358.370,193.371,357.438,194.669,-0.932,1.298,1.597,6.1145,0.96287,-0.07768,0.28701,0.91581,21.12
1202,0,303.140,190.051,302.190,191.234,-0.950,1.183,1.517,6.1370,0.96284,-0.07767,0.28674,0.91586,32.45
1202,1,358.595,193.076,357.541,194.416,-1.054,1.340,1.705,6.1370,0.96284,-0.07767,0.28674,0.91586,21.05
1203,0,302.939,189.866,302.046,191.171,-0.893,1.305,1.581,6.1508,0.96250,-0.07759,0.28663,0.91555,32.43
1203,1,358.425,193.050,357.408,194.383,-1.017,1.333,1.676,6.1508,0.96250,-0.07759,0.28663,0.91555,21.05
1204,0,302.781,190.724,301.663,191.734,-1.119,1.011,1.508,6.0902,0.96270,-0.07779,0.28669,0.91572,32.44
1204,1,357.814,193.595,357.011,194.937,-0.803,1.342,1.564,6.0902,0.96270,-0.07779,0.28669,0.91572,21.31
1205,0,302.600,191.121,301.469,192.083,-1.131,0.962,1.485,6.0569,0.96263,-0.07784,0.28677,0.91562,32.43
1205,1,357.743,193.890,356.816,195.291,-0.927,1.401,1.679,6.0569,0.96263,-0.07784,0.28677,0.91562,21.22
1206,0,302.363,191.372,301.258,192.280,-1.105,0.908,1.430,6.0501,0.96280,-0.07802,0.28687,0.91575,32.45
1206,1,357.599,194.215,356.594,195.525,-1.005,1.310,1.651,6.0501,0.96280,-0.07802,0.28687,0.91575,21.25
1207,0,302.564,191.341,301.501,192.248,-1.063,0.907,1.397,6.0577,0.96289,-0.07843,0.28696,0.91579,32.47
1207,1,357.701,194.213,356.836,195.501,-0.865,1.288,1.552,6.0577,0.96289,-0.07843,0.28696,0.91579,21.28
1208,0,302.711,191.372,301.783,192.329,-0.928,0.957,1.333,6.0466,0.96298,-0.07865,0.28704,0.91583,32.42
1208,1,357.966,194.334,357.116,195.577,-0.850,1.243,1.506,6.0466,0.96298,-0.07865,0.28704,0.91583,21.24
1209,0,302.805,191.887,301.774,192.847,-1.031,0.961,1.409,6.0011,0.96315,-0.07894,0.28720,0.91594,32.42
1209,1,357.967,194.820,357.094,196.127,-0.874,1.307,1.572,6.0011,0.96315,-0.07894,0.28720,0.91594,21.14
1210,0,302.716,191.984,301.635,193.154,-1.081,1.170,1.593,5.9734,0.96310,-0.07901,0.28718,0.91588,32.42
1210,1,357.732,195.362,356.953,196.457,-0.779,1.095,1.344,5.9734,0.96310,-0.07901,0.28718,0.91588,21.22
1211,0,302.718,192.047,301.572,192.962,-1.146,0.915,1.466,5.9976,0.96323,-0.07908,0.28716,0.91603,32.45
1211,1,357.714,194.973,356.885,196.274,-0.829,1.301,1.542,5.9976,0.96323,-0.07908,0.28716,0.91603,21.13
1212,0,302.712,191.762,302.760,191.791,0.048,0.030,0.056,0.0000,0.00007,-0.00002,-0.00006,-0.00001,32.39
1212,1,357.683,194.705,357.925,194.692,0.243,-0.012,0.243,0.0000,0.00007,-0.00002,-0.00006,-0.00001,21.29
1213,0,302.251,191.704,302.353,191.350,0.103,-0.354,0.369,0.0560,0.00123,-0.00001,-0.00121,0.00025,32.49
1213,1,357.303,194.531,357.517,194.255,0.214,-0.276,0.350,0.0560,0.00123,-0.00001,-0.00121,0.00025,21.23
1214,0,301.641,191.809,301.820,191.646,0.179,-0.163,0.242,0.1119,0.00137,-0.00002,-0.00137,0.00003,32.44
1214,1,356.752,194.842,356.990,194.538,0.237,-0.304,0.386,0.1119,0.00137,-0.00002,-0.00137,0.00003,21.22
1215,0,301.069,191.869,301.348,191.618,0.279,-0.251,0.375,0.1769,0.00154,-0.00005,-0.00153,-0.00016,32.43
1215,1,356.392,194.737,356.526,194.500,0.134,-0.237,0.273,0.1769,0.00154,-0.00005,-0.00153,-0.00016,21.14
1216,0,301.544,190.518,301.824,190.381,0.280,-0.137,0.312,0.1631,0.00226,-0.00018,-0.00209,-0.00084,32.45
1216,1,356.718,193.562,357.047,193.282,0.329,-0.280,0.431,0.1631,0.00226,-0.00018,-0.00209,-0.00084,21.38
1217,0,302.710,189.621,302.959,189.617,0.249,-0.004,0.249,0.2056,0.00269,-0.00052,-0.00226,-0.00136,32.46
1217,1,357.828,192.724,358.213,192.543,0.385,-0.181,0.425,0.2056,0.00269,-0.00052,-0.00226,-0.00136,21.20
1218,0,303.254,189.620,303.488,189.500,0.234,-0.120,0.263,0.2341,0.00299,-0.00064,-0.00229,-0.00182,32.54
1218,1,358.559,192.556,358.761,192.454,0.202,-0.103,0.227,0.2341,0.00299,-0.00064,-0.00229,-0.00182,21.34
1219,0,302.733,189.810,303.034,189.904,0.301,0.093,0.315,0.2017,0.00293,-0.00057,-0.00195,-0.00211,32.54
1219,1,357.876,193.015,358.309,192.901,0.433,-0.114,0.448,0.2017,0.00293,-0.00057,-0.00195,-0.00211,21.20
1220,0,302.298,190.753,302.367,190.725,0.069,-0.028,0.074,0.1583,0.00286,-0.00051,-0.00158,-0.00232,32.52
1220,1,357.611,193.701,357.636,193.742,0.025,0.041,0.049,0.1583,0.00286,-0.00051,-0.00158,-0.00232,21.21
1221,0,301.879,191.719,302.325,191.732,0.446,0.013,0.446,0.1312,0.00272,-0.00080,-0.00132,-0.00224,32.54
1221,1,357.296,194.841,357.577,194.733,0.282,-0.109,0.302,0.1312,0.00272,-0.00080,-0.00132,-0.00224,21.14
1222,0,301.826,191.847,302.108,191.878,0.283,0.032,0.284,0.1371,0.00286,-0.00090,-0.00132,-0.00238,32.52
1222,1,357.235,194.983,357.365,194.856,0.131,-0.127,0.182,0.1371,0.00286,-0.00090,-0.00132,-0.00238,21.08
1223,0,301.740,191.741,301.979,191.805,0.239,0.063,0.248,0.1427,0.00293,-0.00090,-0.00135,-0.00243,32.52
1223,1,356.784,194.896,357.240,194.777,0.455,-0.119,0.471,0.1427,0.00293,-0.00090,-0.00135,-0.00243,21.23
1224,0,300.920,191.363,301.399,191.340,0.478,-0.023,0.479,0.2094,0.00382,-0.00092,-0.00151,-0.00339,32.55
1224,1,356.407,194.427,356.704,194.302,0.297,-0.124,0.322,0.2094,0.00382,-0.00092,-0.00151,-0.00339,21.34
1225,0,300.920,190.741,301.395,190.869,0.475,0.128,0.492,0.2273,0.00532,-0.00113,-0.00155,-0.00496,32.60
1225,1,356.466,193.741,356.771,193.826,0.304,0.085,0.316,0.2273,0.00532,-0.00113,-0.00155,-0.00496,21.33
1226,0,301.428,189.706,301.752,190.062,0.324,0.356,0.481,0.2564,0.00815,-0.00123,-0.00167,-0.00788,32.65
1226,1,356.772,193.093,357.259,192.997,0.487,-0.097,0.496,0.2564,0.00815,-0.00123,-0.00167,-0.00788,21.35
1227,0,301.802,188.662,301.958,188.750,0.156,0.088,0.179,0.3917,0.01192,-0.00107,-0.00210,-0.01168,32.82
1227,1,357.554,191.542,357.647,191.602,0.093,0.060,0.110,0.3917,0.01192,-0.00107,-0.00210,-0.01168,21.42
1228,0,301.647,186.800,301.834,187.055,0.187,0.254,0.316,0.6330,0.01731,-0.00091,-0.00277,-0.01706,32.93
1228,1,357.790,189.756,357.779,189.764,-0.010,0.008,0.013,0.6330,0.01731,-0.00091,-0.00277,-0.01706,21.46
1229,0,301.928,185.869,302.306,186.006,0.378,0.136,0.402,0.7713,0.02679,-0.00063,-0.00398,-0.02648,33.29
1229,1,358.599,188.547,358.672,188.641,0.073,0.095,0.120,0.7713,0.02679,-0.00063,-0.00398,-0.02648,21.66
1230,0,302.947,186.215,303.289,186.220,0.342,0.005,0.342,0.7672,0.04001,0.00019,-0.00519,-0.03967,33.64
1230,1,359.897,188.993,360.226,188.853,0.329,-0.140,0.357,0.7672,0.04001,0.00019,-0.00519,-0.03967,22.02
1231,0,303.425,185.655,303.582,185.622,0.157,-0.034,0.160,0.8477,0.04399,0.00043,-0.00554,-0.04364,33.68
1231,1,360.642,188.411,360.702,188.251,0.060,-0.160,0.171,0.8477,0.04399,0.00043,-0.00554,-0.04364,21.98
1232,0,304.600,181.246,304.808,181.244,0.208,-0.003,0.208,1.4375,0.06267,0.00104,-0.00750,-0.06221,34.13
1232,1,362.639,183.893,362.834,183.745,0.195,-0.148,0.245,1.4375,0.06267,0.00104,-0.00750,-0.06221,22.38
1233,0,304.613,178.359,305.018,178.392,0.405,0.033,0.406,1.8659,0.08626,0.00157,-0.01057,-0.08559,34.94
1233,1,363.834,180.761,364.187,180.631,0.353,-0.130,0.376,1.8659,0.08626,0.00157,-0.01057,-0.08559,23.03
1234,0,303.655,177.290,304.029,177.314,0.373,0.024,0.374,2.0843,0.10708,0.00211,-0.01369,-0.10618,35.66
1234,1,363.894,179.510,364.214,179.265,0.319,-0.246,0.403,2.0843,0.10708,0.00211,-0.01369,-0.10618,23.44
1235,0,302.420,175.792,302.815,176.085,0.394,0.293,0.491,2.2297,0.12213,0.00255,-0.01605,-0.12104,36.18
1235,1,363.627,178.191,363.756,177.921,0.130,-0.270,0.299,2.2297,0.12213,0.00255,-0.01605,-0.12104,23.69
1236,0,300.694,174.589,301.503,174.824,0.808,0.235,0.842,2.2838,0.14628,0.00330,-0.01991,-0.14488,36.96
1236,1,363.556,176.650,363.679,176.688,0.123,0.038,0.129,2.2838,0.14628,0.00330,-0.01991,-0.14488,24.22
1237,0,300.285,174.740,300.877,175.104,0.592,0.364,0.695,2.2003,0.16349,0.00369,-0.02258,-0.16188,37.51
1237,1,363.600,177.239,363.941,177.005,0.341,-0.234,0.413,2.2003,0.16349,0.00369,-0.02258,-0.16188,24.71
1238,0,299.363,177.714,300.044,177.989,0.681,0.275,0.734,1.8235,0.20029,0.00427,-0.02803,-0.19828,38.75
1238,1,364.643,180.306,365.054,179.977,0.411,-0.329,0.526,1.8235,0.20029,0.00427,-0.02803,-0.19828,25.50
1239,0,299.458,180.922,300.147,181.158,0.690,0.235,0.729,1.5252,0.21967,0.00446,-0.03097,-0.21743,39.35
1239,1,365.893,183.534,366.204,183.202,0.311,-0.331,0.455,1.5252,0.21967,0.00446,-0.03097,-0.21743,25.82
1240,0,299.906,188.977,300.955,189.126,1.049,0.149,1.060,1.3666,0.25934,0.00456,-0.03722,-0.25662,40.81
1240,1,368.962,191.571,369.260,191.249,0.297,-0.322,0.438,1.3666,0.25934,0.00456,-0.03722,-0.25662,26.82
1241,0,299.940,195.964,301.057,196.036,1.116,0.072,1.118,1.9464,0.28953,0.00461,-0.04247,-0.28636,42.02
1241,1,371.052,198.454,371.187,198.127,0.135,-0.327,0.354,1.9464,0.28953,0.00461,-0.04247,-0.28636,27.62
1242,0,300.163,202.431,301.183,202.460,1.020,0.029,1.020,2.7843,0.31970,0.00478,-0.04834,-0.31599,43.17
1242,1,373.375,204.693,373.267,204.479,-0.109,-0.214,0.240,2.7843,0.31970,0.00478,-0.04834,-0.31599,28.63
1243,0,299.010,205.311,300.195,205.314,1.185,0.003,1.185,3.2811,0.33998,0.00493,-0.05264,-0.33585,44.20
1243,1,373.633,207.526,373.677,207.138,0.043,-0.388,0.390,3.2811,0.33998,0.00493,-0.05264,-0.33585,29.40
1244,0,292.609,205.549,293.798,205.570,1.189,0.021,1.190,3.9352,0.39085,0.00585,-0.06417,-0.38550,46.62
1244,1,371.329,206.667,371.105,206.662,-0.224,-0.005,0.225,3.9352,0.39085,0.00585,-0.06417,-0.38550,31.39
1245,0,286.528,204.512,287.895,204.644,1.368,0.132,1.374,4.2908,0.43204,0.00785,-0.07373,-0.42563,48.92
1245,1,368.667,205.597,368.616,205.569,-0.051,-0.028,0.058,4.2908,0.43204,0.00785,-0.07373,-0.42563,32.91
1246,0,283.691,204.662,285.296,205.030,1.606,0.368,1.648,4.4565,0.45295,0.00915,-0.07873,-0.44596,50.16
1246,1,368.080,206.244,367.851,206.272,-0.229,0.028,0.231,4.4565,0.45295,0.00915,-0.07873,-0.44596,33.82
1247,0,276.572,203.807,278.286,204.276,1.714,0.469,1.777,4.7304,0.49506,0.01240,-0.08925,-0.48680,52.71
1247,1,364.993,206.350,364.817,206.564,-0.176,0.214,0.277,4.7304,0.49506,0.01240,-0.08925,-0.48680,35.47
1248,0,266.782,200.574,268.913,201.121,2.131,0.547,2.200,5.0959,0.53744,0.01615,-0.10098,-0.52763,55.62
1248,1,360.257,203.745,359.898,204.559,-0.359,0.814,0.889,5.0959,0.53744,0.01615,-0.10098,-0.52763,37.56
1249,0,259.677,197.383,262.044,197.998,2.367,0.614,2.445,5.4471,0.57009,0.01886,-0.11024,-0.55901,58.05
1249,1,357.117,200.727,356.822,201.816,-0.295,1.089,1.128,5.4471,0.57009,0.01886,-0.11024,-0.55901,39.20
1250,0,251.678,190.517,254.415,191.287,2.737,0.770,2.843,5.5805,0.60369,0.02130,-0.12033,-0.59119,60.80
1250,1,353.729,193.863,353.525,195.269,-0.204,1.405,1.420,5.5805,0.60369,0.02130,-0.12033,-0.59119,40.91
1251,0,241.745,175.317,245.228,176.344,3.482,1.028,3.631,5.3042,0.64908,0.02427,-0.13447,-0.63453,65.04
1251,1,351.312,178.434,350.976,180.400,-0.336,1.966,1.994,5.3042,0.64908,0.02427,-0.13447,-0.63453,43.56
1252,0,233.917,158.786,237.806,160.480,3.889,1.693,4.242,4.9550,0.69391,0.02769,-0.14887,-0.67719,69.88
1252,1,351.547,162.275,350.965,165.277,-0.582,3.002,3.058,4.9550,0.69391,0.02769,-0.14887,-0.67719,46.88
1253,0,226.525,144.607,231.084,146.994,4.559,2.388,5.146,4.7200,0.72608,0.03070,-0.15951,-0.70768,73.97
1253,1,350.684,149.424,350.273,153.589,-0.411,4.165,4.186,4.7200,0.72608,0.03070,-0.15951,-0.70768,49.75
1254,0,218.559,129.116,224.060,132.493,5.500,3.377,6.454,4.6940,0.76630,0.03384,-0.17311,-0.74572,79.75
1254,1,351.823,135.496,351.461,141.325,-0.362,5.828,5.840,4.6940,0.76630,0.03384,-0.17311,-0.74572,53.53
1255,0,204.940,109.206,211.114,113.262,6.173,4.056,7.387,4.9588,0.80370,0.03560,-0.18619,-0.78102,85.80
1255,1,348.796,115.350,348.043,122.531,-0.753,7.181,7.220,4.9588,0.80370,0.03560,-0.18619,-0.78102,57.41
1256,0,190.857,91.099,198.052,96.347,7.195,5.248,8.906,5.5328,0.82930,0.03648,-0.19555,-0.80509,91.38
1256,1,343.814,96.531,342.896,105.757,-0.918,9.226,9.272,5.5328,0.82930,0.03648,-0.19555,-0.80509,61.02
1257,0,182.438,80.343,190.377,86.512,7.939,6.169,10.054,5.8951,0.84518,0.03718,-0.20123,-0.82004,95.18
1257,1,341.567,85.446,340.451,96.121,-1.116,10.675,10.733,5.8951,0.84518,0.03718,-0.20123,-0.82004,63.39
1258,0,171.143,66.887,180.342,74.744,9.198,7.858,12.098,6.3361,0.86692,0.03853,-0.20883,-0.84051,100.76
1258,1,338.808,71.693,337.877,84.739,-0.931,13.046,13.080,6.3361,0.86692,0.03853,-0.20883,-0.84051,66.86
1259,0,160.598,55.419,170.960,64.067,10.363,8.648,13.497,6.6574,0.88627,0.04048,-0.21577,-0.85865,105.77
1259,1,336.744,60.455,335.607,75.134,-1.137,14.679,14.723,6.6574,0.88627,0.04048,-0.21577,-0.85865,70.06
1260,0,151.663,45.719,163.654,56.025,11.991,10.307,15.812,6.7968,0.90268,0.04261,-0.22073,-0.87424,110.80
1260,1,335.602,50.553,334.662,67.288,-0.940,16.736,16.762,6.7968,0.90268,0.04261,-0.22073,-0.87424,73.18
1261,0,148.312,38.137,161.414,48.855,13.102,10.718,16.927,6.4940,0.91598,0.04461,-0.22443,-0.88694,114.26
1261,1,338.397,41.878,337.525,59.771,-0.873,17.893,17.914,6.4940,0.91598,0.04461,-0.22443,-0.88694,75.70
1262,0,146.673,26.429,161.022,38.452,14.349,12.023,18.721,6.0740,0.92668,0.04617,-0.22695,-0.89727,117.93
1262,1,342.651,28.288,341.900,48.088,-0.751,19.800,19.814,6.0740,0.92668,0.04617,-0.22695,-0.89727,78.67
1263,0,150.401,22.412,165.580,35.975,15.180,13.563,20.356,5.4388,0.93745,0.04767,-0.22850,-0.90793,120.81
1263,1,350.866,20.777,350.155,43.278,-0.711,22.501,22.512,5.4388,0.93745,0.04767,-0.22850,-0.90793,81.82
1264,0,157.623,26.456,173.095,40.129,15.472,13.673,20.647,4.8206,0.94337,0.04959,-0.22790,-0.91408,121.46
1264,1,359.577,21.874,358.817,44.987,-0.761,23.114,23.126,4.8206,0.94337,0.04959,-0.22790,-0.91408,83.31
1265,0,162.761,33.821,178.476,47.289,15.715,13.468,20.697,4.6395,0.94792,0.05206,-0.22664,-0.91895,121.82
1265,1,365.622,26.467,364.791,49.694,-0.832,23.227,23.242,4.6395,0.94792,0.05206,-0.22664,-0.91895,84.47
1266,0,166.797,44.353,182.637,57.415,15.840,13.062,20.531,4.3312,0.95140,0.05532,-0.22589,-0.92254,121.42
1266,1,369.278,37.550,368.627,60.554,-0.651,23.003,23.012,4.3312,0.95140,0.05532,-0.22589,-0.92254,84.61
1267,0,175.524,51.818,191.053,64.730,15.529,12.912,20.196,3.9396,0.95371,0.05913,-0.22527,-0.92483,120.38
1267,1,376.585,47.119,376.141,69.442,-0.443,22.324,22.328,3.9396,0.95371,0.05913,-0.22527,-0.92483,84.89
1268,0,184.467,54.295,200.129,66.648,15.662,12.353,19.947,3.9177,0.95573,0.06284,-0.22529,-0.92667,119.62
1268,1,384.875,49.183,384.867,71.189,-0.008,22.006,22.006,3.9177,0.95573,0.06284,-0.22529,-0.92667,85.59
1269,0,188.141,53.673,203.783,65.985,15.642,12.312,19.906,3.9416,0.95625,0.06423,-0.22546,-0.92706,119.46
1269,1,388.457,48.498,388.437,70.414,-0.020,21.916,21.916,3.9416,0.95625,0.06423,-0.22546,-0.92706,85.79
1270,0,196.738,51.135,212.327,63.566,15.589,12.431,19.939,4.4307,0.95807,0.06932,-0.22562,-0.92854,119.21
1270,1,396.690,44.157,397.173,66.603,0.483,22.447,22.452,4.4307,0.95807,0.06932,-0.22562,-0.92854,87.30
1271,0,201.750,54.752,217.643,67.325,15.893,12.573,20.265,5.4792,0.96033,0.07524,-0.22539,-0.93047,118.70
1271,1,401.386,45.929,402.277,68.847,0.891,22.918,22.935,5.4792,0.96033,0.07524,-0.22539,-0.93047,88.12
1272,0,203.281,63.798,219.141,76.095,15.860,12.297,20.069,6.6787,0.96459,0.08435,-0.22570,-0.93401,117.80
1272,1,401.210,56.634,403.226,79.118,2.016,22.485,22.575,6.6787,0.96459,0.08435,-0.22570,-0.93401,88.22
1273,0,200.916,68.090,217.632,80.239,16.716,12.148,20.665,7.4224,0.96790,0.09153,-0.22615,-0.93664,117.53
1273,1,398.413,61.714,401.578,84.117,3.164,22.403,22.625,7.4224,0.96790,0.09153,-0.22615,-0.93664,88.58
1274,0,200.484,70.591,217.494,82.766,17.010,12.175,20.918,8.2088,0.97112,0.09885,-0.22635,-0.93918,117.08
1274,1,396.871,64.694,401.336,87.234,4.465,22.540,22.978,8.2088,0.97112,0.09885,-0.22635,-0.93918,89.16
1275,0,197.898,71.413,215.582,83.578,17.685,12.165,21.465,8.8179,0.97425,0.10654,-0.22672,-0.94149,116.61
1275,1,393.748,66.455,399.302,89.176,5.554,22.721,23.390,8.8179,0.97425,0.10654,-0.22672,-0.94149,89.23
1276,0,193.967,73.801,212.098,86.247,18.131,12.446,21.992,9.4618,0.97755,0.11456,-0.22686,-0.94393,116.23
1276,1,388.572,70.429,395.480,93.053,6.909,22.624,23.656,9.4618,0.97755,0.11456,-0.22686,-0.94393,89.33
1277,0,185.217,76.862,204.308,89.364,19.091,12.502,22.820,10.3557,0.98262,0.12904,-0.22621,-0.94748,115.27
1277,1,377.586,75.537,386.887,98.012,9.302,22.476,24.325,10.3557,0.98262,0.12904,-0.22621,-0.94748,89.17
1278,0,179.428,78.607,199.373,91.009,19.944,12.402,23.486,10.8110,0.98532,0.13768,-0.22578,-0.94917,114.65
1278,1,370.356,77.424,381.310,99.947,10.954,22.523,25.045,10.8110,0.98532,0.13768,-0.22578,-0.94917,89.12
1279,0,174.825,81.480,195.483,93.682,20.658,12.203,23.993,11.3991,0.98802,0.14624,-0.22526,-0.95082,113.87
1279,1,363.928,80.521,376.511,102.954,12.583,22.433,25.720,11.3991,0.98802,0.14624,-0.22526,-0.95082,88.91
1280,0,171.425,81.965,192.245,94.295,20.820,12.331,24.198,11.6841,0.98986,0.15195,-0.22501,-0.95190,113.40
1280,1,359.396,81.502,372.764,103.899,13.368,22.396,26.083,11.6841,0.98986,0.15195,-0.22501,-0.95190,88.76
1281,0,162.703,83.473,184.627,95.602,21.923,12.129,25.055,12.1412,0.99403,0.16318,-0.22462,-0.95447,112.68
1281,1,348.706,82.701,364.346,105.222,15.640,22.521,27.419,12.1412,0.99403,0.16318,-0.22462,-0.95447,88.61
1282,0,155.459,84.670,178.195,96.814,22.737,12.145,25.777,12.6453,0.99828,0.17423,-0.22462,-0.95695,111.86
1282,1,338.946,83.479,356.927,105.722,17.982,22.243,28.602,12.6453,0.99828,0.17423,-0.22462,-0.95695,88.41
1283,0,151.356,86.456,174.855,98.397,23.500,11.940,26.359,13.1871,1.00150,0.18266,-0.22480,-0.95870,110.88
1283,1,332.669,84.491,352.472,106.670,19.803,22.179,29.734,13.1871,1.00150,0.18266,-0.22480,-0.95870,88.13
1284,0,149.589,89.874,173.577,101.819,23.989,11.945,26.798,14.0134,1.00484,0.19135,-0.22520,-0.96041,109.66
1284,1,328.377,87.290,349.528,109.369,21.150,22.079,30.575,14.0134,1.00484,0.19135,-0.22520,-0.96041,87.81
1285,0,147.358,93.654,171.717,105.280,24.359,11.626,26.991,14.8115,1.00830,0.20033,-0.22578,-0.96206,108.25
1285,1,323.124,90.182,345.873,112.071,22.749,21.889,31.570,14.8115,1.00830,0.20033,-0.22578,-0.96206,87.12
1286,0,143.780,96.068,168.525,107.440,24.745,11.371,27.233,15.4467,1.01180,0.20938,-0.22681,-0.96357,106.94
1286,1,316.711,91.749,340.964,113.538,24.253,21.789,32.603,15.4467,1.01180,0.20938,-0.22681,-0.96357,86.57
1287,0,134.975,96.904,160.400,108.081,25.425,11.177,27.774,15.8543,1.01685,0.22120,-0.22870,-0.96579,105.61
1287,1,304.798,91.504,331.154,113.038,26.356,21.534,34.035,15.8543,1.01685,0.22120,-0.22870,-0.96579,85.76
1288,0,126.603,95.049,152.644,106.177,26.040,11.128,28.318,15.9027,1.02080,0.22975,-0.23043,-0.96755,104.97
1288,1,294.591,88.546,322.559,110.351,27.969,21.805,35.464,15.9027,1.02080,0.22975,-0.23043,-0.96755,85.27
1289,0,117.421,93.570,144.178,104.721,26.756,11.152,28.987,15.9008,1.02473,0.23811,-0.23202,-0.96929,104.43
1289,1,283.672,86.202,313.336,108.341,29.664,22.138,37.014,15.9008,1.02473,0.23811,-0.23202,-0.96929,85.00
1290,0,114.493,93.261,141.618,104.396,27.124,11.135,29.321,15.9277,1.02604,0.24082,-0.23255,-0.96989,104.35
1290,1,280.447,85.661,310.498,107.934,30.051,22.273,37.405,15.9277,1.02604,0.24082,-0.23255,-0.96989,84.81
1291,0,106.278,91.234,134.202,102.379,27.924,11.145,30.066,16.1576,1.03100,0.25080,-0.23467,-0.97210,103.42
1291,1,269.599,83.275,301.819,105.492,32.220,22.218,39.138,16.1576,1.03100,0.25080,-0.23467,-0.97210,84.22
1292,0,102.696,88.254,131.286,99.385,28.590,11.132,30.680,16.4101,1.03414,0.25775,-0.23628,-0.97323,102.84
1292,1,264.133,79.737,297.693,102.253,33.559,22.516,40.413,16.4101,1.03414,0.25775,-0.23628,-0.97323,84.02
1293,0,101.721,87.603,130.535,98.858,28.813,11.255,30.933,16.7018,1.03606,0.26211,-0.23711,-0.97391,102.15
1293,1,261.684,78.765,295.920,101.556,34.236,22.791,41.128,16.7018,1.03606,0.26211,-0.23711,-0.97391,83.81
1294,0,102.810,87.900,131.805,99.201,28.995,11.301,31.119,17.3240,1.03860,0.26817,-0.23815,-0.97471,101.00
1294,1,259.916,79.137,295.320,101.623,35.403,22.486,41.941,17.3240,1.03860,0.26817,-0.23815,-0.97471,83.11
1295,0,112.646,90.806,141.223,101.696,28.577,10.890,30.582,18.9220,1.04232,0.27786,-0.23918,-0.97571,98.09
1295,1,264.419,80.350,300.611,102.369,36.192,22.019,42.364,18.9220,1.04232,0.27786,-0.23918,-0.97571,81.94
1296,0,117.853,95.660,146.211,105.999,28.358,10.339,30.184,19.8483,1.04427,0.28277,-0.23908,-0.97641,96.68
1296,1,266.696,83.829,303.357,105.410,36.661,21.581,42.541,19.8483,1.04427,0.28277,-0.23908,-0.97641,81.29
1297,0,120.803,99.435,149.038,109.360,28.235,9.924,29.929,20.3990,1.04526,0.28564,-0.23881,-0.97670,95.79
1297,1,267.806,87.071,304.820,107.970,37.014,20.899,42.507,20.3990,1.04526,0.28564,-0.23881,-0.97670,80.77
1298,0,122.831,103.133,150.843,112.809,28.012,9.676,29.636,20.8362,1.04612,0.28815,-0.23845,-0.97697,95.04
1298,1,268.518,90.038,305.493,110.627,36.976,20.589,42.321,20.8362,1.04612,0.28815,-0.23845,-0.97697,80.24
1299,0,124.795,107.622,152.741,116.715,27.946,9.093,29.388,21.2930,1.04693,0.29080,-0.23788,-0.97719,94.25
1299,1,268.763,93.687,306.178,113.385,37.415,19.698,42.284,21.2930,1.04693,0.29080,-0.23788,-0.97719,79.78
1300,0,124.985,109.503,152.840,118.516,27.855,9.013,29.277,21.4852,1.04750,0.29265,-0.23752,-0.97734,93.77
1300,1,268.211,95.624,305.639,115.186,37.428,19.562,42.232,21.4852,1.04750,0.29265,-0.23752,-0.97734,79.51
